ride_id,start_time,duration_minutes,end_time,start_zone,end_zone,distance_km,user_type,day_of_week,hour,speed_kmph,is_peak_hour
aeda739a-73c0-43a7-a5c3-adbb0bd6a1d7,2024-06-01 00:14:00,5,2024-06-01 00:19:00,Vasastan,Gamla Stan,0.75,subscriber,Saturday,0,9.0,0
f2f33217-e703-446a-ada1-483841fb513b,2024-06-01 00:15:00,24,2024-06-01 00:39:00,Hägersten,Kungsholmen,5.17,subscriber,Saturday,0,12.924999999999999,0
41448b9c-368e-4862-8041-3a9d6e7e6101,2024-06-01 00:16:00,23,2024-06-01 00:39:00,Södermalm,Liljeholmen,6.73,subscriber,Saturday,0,17.556521739130435,0
fcc4607b-d2f5-45ed-bbf8-fa8aa80f9a36,2024-06-01 00:17:00,4,2024-06-01 00:21:00,Södermalm,Liljeholmen,0.56,subscriber,Saturday,0,8.4,0
453e5f34-a2ed-4598-81b9-b8fa5680a10c,2024-06-01 00:18:00,14,2024-06-01 00:32:00,Liljeholmen,Södermalm,1.67,casual,Saturday,0,7.157142857142857,0
a3ba4a56-4b82-403f-8f1b-07c261843cdd,2024-06-01 00:19:00,8,2024-06-01 00:27:00,Norrmalm,Östermalm,0.99,subscriber,Saturday,0,7.425,0
ddd92987-6f70-45e6-9dc6-9387d7628d98,2024-06-01 00:20:00,4,2024-06-01 00:24:00,Kungsholmen,Hägersten,1.03,subscriber,Saturday,0,15.450000000000001,0
96fdf86c-b48b-4b39-9b39-d9c32743af9a,2024-06-01 00:21:00,23,2024-06-01 00:44:00,Kungsholmen,Gamla Stan,3.91,subscriber,Saturday,0,10.2,0
2a9318d7-074f-49b7-86f7-2c1a5ca79a45,2024-06-01 00:22:00,3,2024-06-01 00:25:00,Hägersten,Liljeholmen,0.43,subscriber,Saturday,0,8.6,0
6144577d-6111-433f-a66b-6e6021fb7ecd,2024-06-01 00:23:00,14,2024-06-01 00:37:00,Liljeholmen,Södermalm,2.39,casual,Saturday,0,10.242857142857144,0
7ea79324-1b15-4185-a5b5-6fe815f40c10,2024-06-01 00:24:00,24,2024-06-01 00:48:00,Kungsholmen,Södermalm,5.5,subscriber,Saturday,0,13.75,0
73ff096a-5b9b-46a1-bf8f-c17218e4c43b,2024-06-01 00:25:00,14,2024-06-01 00:39:00,Östermalm,Bromma,2.93,subscriber,Saturday,0,12.557142857142857,0
5013ac88-e0fb-4eed-a159-434aed6b1508,2024-06-01 00:26:00,19,2024-06-01 00:45:00,Kungsholmen,Östermalm,4.73,casual,Saturday,0,14.93684210526316,0
a074bca8-aac5-4d93-a9b5-67da2989ffa9,2024-06-01 00:27:00,12,2024-06-01 00:39:00,Gamla Stan,Vasastan,2.01,casual,Saturday,0,10.049999999999999,0
939d8cfa-34d6-4106-8fb7-47b8b6582929,2024-06-01 00:28:00,18,2024-06-01 00:46:00,Bromma,Hägersten,3.43,subscriber,Saturday,0,11.433333333333334,0
c74279da-87e8-4172-a8ad-39672992dd49,2024-06-01 00:29:00,17,2024-06-01 00:46:00,Liljeholmen,Bromma,2.05,casual,Saturday,0,7.235294117647058,0
77c73144-5056-471e-93ef-c26adf881b52,2024-06-01 00:30:00,17,2024-06-01 00:47:00,Östermalm,Liljeholmen,1.95,casual,Saturday,0,6.882352941176471,0
bbddf75f-deea-4cbc-8918-bd876ff27484,2024-06-01 00:31:00,21,2024-06-01 00:52:00,Vasastan,Hägersten,4.04,subscriber,Saturday,0,11.542857142857144,0
e921ffa7-732c-4232-8a98-efe765d79268,2024-06-01 00:32:00,14,2024-06-01 00:46:00,Östermalm,Kungsholmen,2.24,casual,Saturday,0,9.600000000000001,0
40033f59-bc85-4706-b6d2-692add0c3371,2024-06-01 00:33:00,25,2024-06-01 00:58:00,Norrmalm,Östermalm,5.56,subscriber,Saturday,0,13.343999999999998,0
64d3b393-5a42-4bdd-9d4c-4614c20e3357,2024-06-01 00:34:00,22,2024-06-01 00:56:00,Vasastan,Liljeholmen,2.39,subscriber,Saturday,0,6.518181818181819,0
24a3dd03-7574-44e1-9eb9-b4778e69a17a,2024-06-01 00:35:00,5,2024-06-01 00:40:00,Enskede,Södermalm,0.62,subscriber,Saturday,0,7.44,0
0898a96d-434f-486b-b573-9a30caa9b5e1,2024-06-01 00:36:00,7,2024-06-01 00:43:00,Bromma,Liljeholmen,1.91,casual,Saturday,0,16.37142857142857,0
f4dc55da-5ee7-408a-b906-975d33204aa1,2024-06-01 00:37:00,21,2024-06-01 00:58:00,Bromma,Enskede,4.48,subscriber,Saturday,0,12.800000000000002,0
67275df6-6b9c-4dfb-8c9e-aa548f687404,2024-06-01 00:38:00,9,2024-06-01 00:47:00,Bromma,Norrmalm,2.18,casual,Saturday,0,14.533333333333335,0
bd9ba9f7-3748-46eb-b5af-275de008cb99,2024-06-01 00:39:00,23,2024-06-01 01:02:00,Bromma,Norrmalm,6.17,casual,Saturday,0,16.09565217391304,0
5208d5c4-3cb6-43b6-9462-5001d31f8570,2024-06-01 00:40:00,11,2024-06-01 00:51:00,Hägersten,Liljeholmen,2.12,subscriber,Saturday,0,11.563636363636364,0
ec1866b6-a0e7-488e-a32b-a5b81ab8d9c1,2024-06-01 00:41:00,9,2024-06-01 00:50:00,Bromma,Enskede,2.27,subscriber,Saturday,0,15.133333333333335,0
53bac90b-5d71-4ba5-8b1b-82bfd3ece557,2024-06-01 00:42:00,20,2024-06-01 01:02:00,Bromma,Liljeholmen,4.1,subscriber,Saturday,0,12.299999999999999,0
8a3cce47-182e-4d0b-9296-9376270dd9c0,2024-06-01 00:43:00,6,2024-06-01 00:49:00,Bromma,Norrmalm,0.87,casual,Saturday,0,8.7,0
4060427a-dbf7-4685-a617-616c56f6338e,2024-06-01 00:44:00,16,2024-06-01 01:00:00,Liljeholmen,Bromma,2.68,subscriber,Saturday,0,10.05,0
a559d350-9bae-4c56-b5d5-62ba8ada9dd9,2024-06-01 00:45:00,20,2024-06-01 01:05:00,Hägersten,Kungsholmen,3.96,casual,Saturday,0,11.88,0
fe19956d-4073-49be-847f-6cfb09c932f2,2024-06-01 00:46:00,11,2024-06-01 00:57:00,Södermalm,Norrmalm,1.8,subscriber,Saturday,0,9.818181818181818,0
870ae730-3aab-467b-9d72-56175879e975,2024-06-01 00:47:00,23,2024-06-01 01:10:00,Östermalm,Kungsholmen,3.84,casual,Saturday,0,10.017391304347825,0
9752dc16-8bc2-4199-81ad-68c2da930561,2024-06-01 00:48:00,4,2024-06-01 00:52:00,Östermalm,Södermalm,0.67,subscriber,Saturday,0,10.05,0
b503589d-9f72-4f77-8bda-d9ed94f86494,2024-06-01 00:49:00,22,2024-06-01 01:11:00,Vasastan,Kungsholmen,2.74,casual,Saturday,0,7.4727272727272736,0
3608f3bf-4493-405a-925e-b7244842c63f,2024-06-01 00:50:00,17,2024-06-01 01:07:00,Liljeholmen,Bromma,1.99,casual,Saturday,0,7.023529411764706,0
ea8b9904-56bb-4a4e-b094-e7dce8999e02,2024-06-01 00:51:00,9,2024-06-01 01:00:00,Gamla Stan,Enskede,0.98,subscriber,Saturday,0,6.533333333333333,0
c7bc6f0f-8e91-43cb-9fdc-335f792701df,2024-06-01 00:52:00,14,2024-06-01 01:06:00,Östermalm,Kungsholmen,1.71,casual,Saturday,0,7.328571428571428,0
f3081f1f-7431-4dc4-aa78-187a907d6f77,2024-06-01 00:53:00,10,2024-06-01 01:03:00,Kungsholmen,Hägersten,1.69,subscriber,Saturday,0,10.14,0
44503a1f-4385-4c2c-b341-56f9a76f3772,2024-06-01 00:54:00,17,2024-06-01 01:11:00,Gamla Stan,Vasastan,3.72,subscriber,Saturday,0,13.129411764705884,0
b5453d5e-abcc-433a-805e-7839ca8e004d,2024-06-01 00:55:00,5,2024-06-01 01:00:00,Bromma,Norrmalm,0.69,casual,Saturday,0,8.28,0
2af51008-67ae-4674-830d-13bced8d7ba0,2024-06-01 00:56:00,16,2024-06-01 01:12:00,Bromma,Enskede,4.44,casual,Saturday,0,16.650000000000002,0
02b255d4-e8ec-4e6c-88a8-2c9ab25dc1da,2024-06-01 00:57:00,19,2024-06-01 01:16:00,Hägersten,Gamla Stan,4.97,subscriber,Saturday,0,15.694736842105263,0
23704adb-cc05-4ff5-9769-cdc399f5b2ed,2024-06-01 00:58:00,6,2024-06-01 01:04:00,Gamla Stan,Södermalm,1.22,subscriber,Saturday,0,12.2,0
73418e50-eb96-46eb-9aaa-cb18b17b9ffc,2024-06-01 00:59:00,20,2024-06-01 01:19:00,Kungsholmen,Vasastan,4.9,subscriber,Saturday,0,14.700000000000001,0
36169209-c9a2-4d2d-91e9-cbdae4354a76,2024-06-01 01:00:00,10,2024-06-01 01:10:00,Hägersten,Hägersten,1.73,casual,Saturday,1,10.38,0
479e688d-9cda-43ca-9511-eb69edac6c33,2024-06-01 01:01:00,6,2024-06-01 01:07:00,Vasastan,Östermalm,0.64,casual,Saturday,1,6.3999999999999995,0
231f1c78-b092-4097-a7d4-bd9bf4e5073a,2024-06-01 01:02:00,4,2024-06-01 01:06:00,Gamla Stan,Bromma,1.12,casual,Saturday,1,16.8,0
eb4dc91f-95ea-47ef-8016-df2da5597d45,2024-06-01 01:03:00,8,2024-06-01 01:11:00,Liljeholmen,Liljeholmen,1.0,casual,Saturday,1,7.5,0
3fe4c9f9-afd1-4226-b827-fd788475c81f,2024-06-01 01:04:00,24,2024-06-01 01:28:00,Bromma,Vasastan,6.95,subscriber,Saturday,1,17.375,0
a7efb9fc-c72d-4480-b14e-58d11a3b6767,2024-06-01 01:05:00,12,2024-06-01 01:17:00,Bromma,Enskede,2.57,casual,Saturday,1,12.849999999999998,0
93b86d41-a36d-4892-b8fe-3aee87db5266,2024-06-01 01:06:00,6,2024-06-01 01:12:00,Norrmalm,Enskede,0.97,subscriber,Saturday,1,9.7,0
1fc2f5df-2632-4b78-9df4-a46d86344a07,2024-06-01 01:07:00,24,2024-06-01 01:31:00,Hägersten,Enskede,4.78,casual,Saturday,1,11.95,0
dbb8ea79-9d1a-4304-89af-1d5806798d42,2024-06-01 01:08:00,20,2024-06-01 01:28:00,Södermalm,Södermalm,4.01,subscriber,Saturday,1,12.03,0
e80132b7-eb25-4953-bf87-a1a6c2edc75a,2024-06-01 01:09:00,14,2024-06-01 01:23:00,Södermalm,Kungsholmen,1.47,casual,Saturday,1,6.3,0
eb889239-5bf3-418d-9241-2b3ea55a81bb,2024-06-01 01:10:00,4,2024-06-01 01:14:00,Hägersten,Norrmalm,0.68,casual,Saturday,1,10.200000000000001,0
c24ba3e3-bd73-4242-b896-fe8f9daa5ebc,2024-06-01 01:11:00,12,2024-06-01 01:23:00,Liljeholmen,Östermalm,2.98,subscriber,Saturday,1,14.899999999999999,0
e36ff9e3-82c1-4884-8e30-ffcf183800f9,2024-06-01 01:12:00,6,2024-06-01 01:18:00,Enskede,Liljeholmen,1.21,casual,Saturday,1,12.1,0
f6d26a40-9417-45ff-bedc-696365e79f89,2024-06-01 01:13:00,16,2024-06-01 01:29:00,Hägersten,Enskede,2.38,subscriber,Saturday,1,8.924999999999999,0
d2f01158-4787-4376-b0cb-2b63680e40f0,2024-06-01 01:14:00,18,2024-06-01 01:32:00,Liljeholmen,Liljeholmen,3.01,subscriber,Saturday,1,10.033333333333333,0
db9f535f-bba2-4d62-8b05-72133f6b5918,2024-06-01 01:15:00,17,2024-06-01 01:32:00,Vasastan,Gamla Stan,4.63,subscriber,Saturday,1,16.341176470588234,0
c91457a0-bf7d-4eda-ac69-f512156a6c96,2024-06-01 01:16:00,10,2024-06-01 01:26:00,Bromma,Södermalm,2.05,subscriber,Saturday,1,12.299999999999999,0
d54e8201-baee-4362-b418-ce24f5beb3df,2024-06-01 01:17:00,16,2024-06-01 01:33:00,Kungsholmen,Enskede,3.29,subscriber,Saturday,1,12.3375,0
374b63fd-56b3-4ff8-b736-782dc0ed75e4,2024-06-01 01:18:00,25,2024-06-01 01:43:00,Enskede,Gamla Stan,7.31,subscriber,Saturday,1,17.543999999999997,0
5e2c305b-c155-446f-8d1e-bdcb76f72051,2024-06-01 01:19:00,10,2024-06-01 01:29:00,Gamla Stan,Östermalm,1.64,subscriber,Saturday,1,9.84,0
b1861c01-9ac2-4821-8c28-8bf8575c7265,2024-06-01 01:20:00,23,2024-06-01 01:43:00,Enskede,Östermalm,4.51,subscriber,Saturday,1,11.765217391304347,0
b8ab4942-a1b5-47c4-b055-696a5ccfee59,2024-06-01 01:21:00,18,2024-06-01 01:39:00,Kungsholmen,Norrmalm,4.72,subscriber,Saturday,1,15.733333333333333,0
affacab8-04c1-4ead-bc54-a4accb29fe51,2024-06-01 01:22:00,15,2024-06-01 01:37:00,Norrmalm,Hägersten,3.78,subscriber,Saturday,1,15.12,0
d1957f1a-b4c8-407b-9a4d-8f6c559d9f18,2024-06-01 01:23:00,20,2024-06-01 01:43:00,Bromma,Norrmalm,3.06,casual,Saturday,1,9.180000000000001,0
d8d52f02-3bf3-43e1-9351-3770969aff66,2024-06-01 01:24:00,17,2024-06-01 01:41:00,Södermalm,Kungsholmen,2.21,subscriber,Saturday,1,7.8,0
dd265d8f-e037-4ece-8c8f-9d9045fdfb1d,2024-06-01 01:25:00,23,2024-06-01 01:48:00,Liljeholmen,Liljeholmen,5.52,subscriber,Saturday,1,14.399999999999999,0
3bb3b389-9a52-483f-aab9-8c23defe411c,2024-06-01 01:26:00,15,2024-06-01 01:41:00,Hägersten,Bromma,2.27,casual,Saturday,1,9.08,0
eaaca2f4-a96e-4c16-b4bf-1c3ffd3c2164,2024-06-01 01:27:00,11,2024-06-01 01:38:00,Hägersten,Östermalm,3.13,casual,Saturday,1,17.072727272727274,0
fce91e62-4168-486f-93e6-11e96528126d,2024-06-01 01:28:00,17,2024-06-01 01:45:00,Södermalm,Bromma,2.14,casual,Saturday,1,7.552941176470589,0
36591021-f030-4cf1-bc6f-a769d953e543,2024-06-01 01:29:00,15,2024-06-01 01:44:00,Enskede,Södermalm,2.45,casual,Saturday,1,9.8,0
4bfdb6d3-3351-4063-a0e2-cfff8e91ef02,2024-06-01 01:30:00,3,2024-06-01 01:33:00,Bromma,Vasastan,0.33,casual,Saturday,1,6.6,0
18873312-fdfa-46e9-9cdd-fd29dcde2fa4,2024-06-01 01:31:00,9,2024-06-01 01:40:00,Östermalm,Enskede,2.17,subscriber,Saturday,1,14.466666666666667,0
f3361c65-817d-4399-b141-bc6e703627d0,2024-06-01 01:32:00,11,2024-06-01 01:43:00,Liljeholmen,Södermalm,3.06,casual,Saturday,1,16.69090909090909,0
1845f5cb-b9d9-41dd-aff6-ec698b674e5f,2024-06-01 01:33:00,3,2024-06-01 01:36:00,Vasastan,Östermalm,0.68,subscriber,Saturday,1,13.6,0
522a294c-7216-4f88-9eff-aafde728cfa1,2024-06-01 01:34:00,14,2024-06-01 01:48:00,Kungsholmen,Gamla Stan,4.03,casual,Saturday,1,17.271428571428572,0
8fbdcf7b-7561-42ec-9595-903658037874,2024-06-01 01:35:00,10,2024-06-01 01:45:00,Enskede,Liljeholmen,1.26,casual,Saturday,1,7.5600000000000005,0
c865a2d4-e6a2-4d5e-a178-62ee3d3471dd,2024-06-01 01:36:00,13,2024-06-01 01:49:00,Gamla Stan,Bromma,1.53,subscriber,Saturday,1,7.061538461538461,0
3165c3c5-af0c-4a44-9b0d-60c9c6252f16,2024-06-01 01:37:00,21,2024-06-01 01:58:00,Norrmalm,Norrmalm,5.62,subscriber,Saturday,1,16.057142857142857,0
9aa3edcf-6a66-4237-b34b-7ba0de88b37e,2024-06-01 01:38:00,19,2024-06-01 01:57:00,Hägersten,Vasastan,5.15,subscriber,Saturday,1,16.263157894736842,0
fcdb87bb-9338-44ce-ba3b-5be6abb0e2b8,2024-06-01 01:39:00,10,2024-06-01 01:49:00,Enskede,Hägersten,2.66,subscriber,Saturday,1,15.96,0
abe6c17d-8923-4b38-8fc3-edcfa3ebe78e,2024-06-01 01:40:00,5,2024-06-01 01:45:00,Norrmalm,Södermalm,1.3,subscriber,Saturday,1,15.600000000000001,0
08e4a34f-46b1-476d-8400-3c601057730c,2024-06-01 01:41:00,5,2024-06-01 01:46:00,Kungsholmen,Hägersten,0.86,casual,Saturday,1,10.32,0
ac1e2f99-074c-4b59-a4a2-80b2c885a958,2024-06-01 01:42:00,3,2024-06-01 01:45:00,Hägersten,Bromma,0.43,casual,Saturday,1,8.6,0
3288d156-5020-47c6-9e45-65d440727dee,2024-06-01 01:43:00,7,2024-06-01 01:50:00,Hägersten,Bromma,2.0,casual,Saturday,1,17.142857142857142,0
62302214-fc8a-4aa0-b8a0-4113d80f2a1d,2024-06-01 01:44:00,12,2024-06-01 01:56:00,Östermalm,Enskede,1.94,subscriber,Saturday,1,9.7,0
fc88ec78-9803-4703-a47e-3318d50be8ba,2024-06-01 01:45:00,9,2024-06-01 01:54:00,Enskede,Gamla Stan,1.62,subscriber,Saturday,1,10.8,0
0a9c43ce-02c3-47db-b055-cd477eaae1eb,2024-06-01 01:46:00,11,2024-06-01 01:57:00,Bromma,Gamla Stan,2.64,subscriber,Saturday,1,14.400000000000002,0
9ebed3ce-fef0-46db-b83e-1c301b70c50f,2024-06-01 01:47:00,9,2024-06-01 01:56:00,Södermalm,Kungsholmen,1.43,casual,Saturday,1,9.533333333333333,0
b82d22b3-36fa-418d-a5fb-050273e5e137,2024-06-01 01:48:00,11,2024-06-01 01:59:00,Södermalm,Norrmalm,2.9,subscriber,Saturday,1,15.818181818181818,0
4c6b7ada-6d06-4622-ace8-b470fa709661,2024-06-01 01:49:00,10,2024-06-01 01:59:00,Vasastan,Östermalm,1.14,casual,Saturday,1,6.84,0
a940a0a4-e14a-4190-9883-a6a518130636,2024-06-01 01:50:00,14,2024-06-01 02:04:00,Gamla Stan,Östermalm,3.62,casual,Saturday,1,15.514285714285714,0
694eec46-af6e-4590-9bcd-7f2a665e6f13,2024-06-01 01:51:00,4,2024-06-01 01:55:00,Norrmalm,Bromma,0.88,casual,Saturday,1,13.200000000000001,0
c008e486-e211-4bfd-b55f-725b2ab9c7c9,2024-06-01 01:52:00,3,2024-06-01 01:55:00,Enskede,Södermalm,0.64,subscriber,Saturday,1,12.799999999999999,0
c206b809-d5e5-454e-b656-852e833c8aa9,2024-06-01 01:53:00,18,2024-06-01 02:11:00,Liljeholmen,Liljeholmen,3.45,casual,Saturday,1,11.500000000000002,0
eaabe203-a1d2-46f9-bbb8-4e6feae298ff,2024-06-01 01:54:00,25,2024-06-01 02:19:00,Gamla Stan,Östermalm,3.89,subscriber,Saturday,1,9.336,0
23a49a87-0a54-491a-986f-df623fccef44,2024-06-01 01:55:00,25,2024-06-01 02:20:00,Östermalm,Östermalm,4.82,subscriber,Saturday,1,11.568,0
8e9e7d8e-53c0-4a30-b69f-35911bf337ec,2024-06-01 01:56:00,7,2024-06-01 02:03:00,Hägersten,Södermalm,1.33,casual,Saturday,1,11.4,0
3544b1ad-a4f1-471c-8c41-7c94a7adef89,2024-06-01 01:57:00,5,2024-06-01 02:02:00,Bromma,Norrmalm,1.08,subscriber,Saturday,1,12.96,0
8ccd3391-48f1-48c2-87a1-3924769cea62,2024-06-01 01:58:00,14,2024-06-01 02:12:00,Enskede,Vasastan,2.19,casual,Saturday,1,9.385714285714286,0
69babbc0-4b2d-467f-8591-2459fe44c173,2024-06-01 01:59:00,10,2024-06-01 02:09:00,Gamla Stan,Gamla Stan,1.16,casual,Saturday,1,6.96,0
db1efd61-1ee7-4998-b351-0dd9eadedc2b,2024-06-01 02:00:00,24,2024-06-01 02:24:00,Gamla Stan,Enskede,3.1,casual,Saturday,2,7.75,0
783e0dee-ecfb-46dd-84aa-e2a359b81440,2024-06-01 02:01:00,5,2024-06-01 02:06:00,Bromma,Enskede,1.2,subscriber,Saturday,2,14.4,0
63c79d7b-209a-476f-bff3-9e17c2b7551c,2024-06-01 02:02:00,3,2024-06-01 02:05:00,Vasastan,Enskede,0.31,subscriber,Saturday,2,6.199999999999999,0
dd892350-e712-4fda-a5bc-f572dda97db7,2024-06-01 02:03:00,5,2024-06-01 02:08:00,Norrmalm,Södermalm,1.36,subscriber,Saturday,2,16.320000000000004,0
2895b774-23bb-4563-8643-17b8280549d9,2024-06-01 02:04:00,7,2024-06-01 02:11:00,Norrmalm,Enskede,1.67,casual,Saturday,2,14.314285714285713,0
f7375273-7e21-4622-9fad-fa2aca19a5cb,2024-06-01 02:05:00,17,2024-06-01 02:22:00,Gamla Stan,Bromma,4.31,subscriber,Saturday,2,15.211764705882352,0
81e276db-dc8b-4cf7-9be1-a366c9f153f9,2024-06-01 02:06:00,16,2024-06-01 02:22:00,Kungsholmen,Kungsholmen,4.28,subscriber,Saturday,2,16.05,0
c153bedf-ac3f-4aca-82ac-1366aa7f9f63,2024-06-01 02:07:00,5,2024-06-01 02:12:00,Gamla Stan,Södermalm,0.62,subscriber,Saturday,2,7.44,0
cf5db788-e919-4e9a-bae3-cde94bbd8a21,2024-06-01 02:08:00,3,2024-06-01 02:11:00,Gamla Stan,Södermalm,0.79,subscriber,Saturday,2,15.8,0
082c76d4-eccc-4693-94ac-8545894ea1c9,2024-06-01 02:09:00,7,2024-06-01 02:16:00,Bromma,Gamla Stan,1.41,casual,Saturday,2,12.085714285714285,0
863058cf-da03-40aa-a285-b6814fb433d2,2024-06-01 02:10:00,25,2024-06-01 02:35:00,Hägersten,Enskede,6.93,subscriber,Saturday,2,16.631999999999998,0
6a0ecf77-84f4-46d3-83df-74bb8f591cf8,2024-06-01 02:11:00,16,2024-06-01 02:27:00,Bromma,Hägersten,4.44,subscriber,Saturday,2,16.650000000000002,0
1e501c89-079c-4755-a738-42ee78f964a6,2024-06-01 02:12:00,9,2024-06-01 02:21:00,Enskede,Vasastan,0.94,subscriber,Saturday,2,6.266666666666667,0
615201d3-3be2-45e2-8ec7-731cfcdf7400,2024-06-01 02:13:00,11,2024-06-01 02:24:00,Gamla Stan,Kungsholmen,1.94,subscriber,Saturday,2,10.581818181818182,0
8b23be2e-5b4b-4f5c-aee6-ec483323fb63,2024-06-01 02:14:00,17,2024-06-01 02:31:00,Norrmalm,Södermalm,3.49,casual,Saturday,2,12.31764705882353,0
72f57368-5cae-42df-b2c4-489b59d281ea,2024-06-01 02:15:00,17,2024-06-01 02:32:00,Liljeholmen,Kungsholmen,4.01,casual,Saturday,2,14.152941176470588,0
dae467e2-5fad-4a81-8fd8-2c917a9f7eda,2024-06-01 02:16:00,12,2024-06-01 02:28:00,Norrmalm,Södermalm,1.89,casual,Saturday,2,9.45,0
f8c6df30-8511-4a77-baa8-f864e8eac9f3,2024-06-01 02:17:00,15,2024-06-01 02:32:00,Södermalm,Norrmalm,2.26,subscriber,Saturday,2,9.04,0
1ffd74f4-eb6d-4935-b0db-73eb1dafecf9,2024-06-01 02:18:00,21,2024-06-01 02:39:00,Vasastan,Gamla Stan,3.7,subscriber,Saturday,2,10.571428571428573,0
fbc16b30-fcb2-4c3f-b179-a8d6c7c0324f,2024-06-01 02:19:00,9,2024-06-01 02:28:00,Östermalm,Bromma,1.8,subscriber,Saturday,2,12.0,0
510bc4bd-a9b3-4792-98b6-9181429623a7,2024-06-01 02:20:00,19,2024-06-01 02:39:00,Enskede,Norrmalm,5.51,subscriber,Saturday,2,17.4,0
3e025800-32ce-4495-a4e5-393db5ddff8e,2024-06-01 02:21:00,22,2024-06-01 02:43:00,Enskede,Liljeholmen,5.55,subscriber,Saturday,2,15.136363636363637,0
5fbfcfc1-91fc-4505-af9f-1aad2836f961,2024-06-01 02:22:00,6,2024-06-01 02:28:00,Vasastan,Enskede,1.12,subscriber,Saturday,2,11.200000000000001,0
c6c196d7-e61e-4603-889f-bee0dd485654,2024-06-01 02:23:00,7,2024-06-01 02:30:00,Liljeholmen,Liljeholmen,0.78,casual,Saturday,2,6.685714285714286,0
faffd159-928f-4afc-b48b-6c4ace01beda,2024-06-01 02:24:00,25,2024-06-01 02:49:00,Östermalm,Vasastan,3.34,subscriber,Saturday,2,8.016,0
86468bee-d7b5-4fee-8d53-58f55906f10f,2024-06-01 02:25:00,9,2024-06-01 02:34:00,Hägersten,Hägersten,1.72,subscriber,Saturday,2,11.466666666666667,0
d51ab987-06ec-4f1a-bb1d-2ad0f6d58a5e,2024-06-01 02:26:00,15,2024-06-01 02:41:00,Gamla Stan,Bromma,3.94,subscriber,Saturday,2,15.76,0
93836b16-7d3a-4cb9-8369-5ac0a5bd69ae,2024-06-01 02:27:00,17,2024-06-01 02:44:00,Östermalm,Norrmalm,2.99,casual,Saturday,2,10.55294117647059,0
5cf41514-2a3f-4708-a84f-f36a589ed2ea,2024-06-01 02:28:00,13,2024-06-01 02:41:00,Liljeholmen,Kungsholmen,2.7,subscriber,Saturday,2,12.461538461538462,0
4769f84b-185a-445c-b1a1-cbb3c3c5d9d6,2024-06-01 02:29:00,6,2024-06-01 02:35:00,Kungsholmen,Kungsholmen,1.67,subscriber,Saturday,2,16.7,0
8dc64fcb-18be-4dbb-b350-fbedc2f332e1,2024-06-01 02:30:00,15,2024-06-01 02:45:00,Södermalm,Vasastan,4.24,subscriber,Saturday,2,16.96,0
